,sentiment,published_at,title,content,url,category,id
21,,2024-08-21 23:32:11+00:00,National Education Policy: National Education Policy (NEP) Impact on Indian Education System,Discover how the National Education Policy (NEP) is set to revolutionize the education system in India. Get insights from prominent educationists on key aspects...,"https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",Education,TsII5IBB9agZPY79E6w6
22,,2022-10-03 05:52:16+00:00,Education Minister nominee stresses education autonomy,"Education Minister nominee Lee Ju-ho is likely to focus on ensuring the autonomy of schools if he takes office, while pushing for the launch of a high school cr...",https://res.heraldm.com/content/image/2022/10/03/20221003000101_0.jpg,Education,VJEZtbmgOENbD7p1EX0M
23,,2022-07-20 02:51:54+00:00,Meta is suing Meta for naming itself Meta,"When Facebook changed its name to Meta in October, there were a few concerns that the company was planning to dominate the nascent metaverse – but there’s o...",https://nextbigwhat.com/wp-content/webpc-passthru.php?src=https://nextbigwhat.com/wp-content/uploads/2022/07/acastro_211101_1777_meta_0002.jpg&nocache=1,Meta,VP6LeLQiFqhqR317uMEK
24,,2024-04-10 18:31:01+00:00,Airbnb Unusual Options Activity - Airbnb (NASDAQ:ABNB),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,Airbnb,amYBIDJxwKav6xBhUhg6
25,,2024-11-17 20:29:04+00:00,Science of Science*,"By Alexander Kraus, economist at LSE, the Oxford University Press book is now open access on-line. Here is the chapter on the economics of science.
The post…",https://biztoc.com/cdn/807/og.png,Science,azC87DEC4qem80PnuXzg
26,,2024-05-23 03:27:04+00:00,"77th World Health Assembly to address global health challenges under 'All for Health, Health for All'","As the world continues to grapple with the aftermath of the most severe pandemic in a century, the Seventy-seventh session of the World Health Assembly will con...",https://d2jx2rerrg6sh3.cloudfront.net/images/tags/TagImage-1831-45296002389942131275-620x480.jpg,Health,dNHkEGN6mhN6n8iLwr9S
27,,2024-07-09 22:40:46+00:00,Tech Jobs: Join WhatsApp Business Groups for Tech Hubs Career Opportunities in Nigeria | 7hubent Tech,"In the heart of Nigeria, the tech industry is booming like the infamous Nigerian Jollof rice at a family gathering. Everyone wants a piece of the action, and wh...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,Tech,dqAlVfPTFyGTtoxlwUU5
28,,2024-11-18 10:00:32+00:00,Use business credit cards for business expenses,Follow these guidelines to ensure using credit cards benefits you — and your business.,https://thepointsguy.freetls.fastly.net/us/originals/2024/05/SOCIAL-IMAGE_PARTNER-OFFER-TERMS-APPLY_Woman-working-with-laptop-in-the-airplane_Oleh_Slobodeniuk_24.jpg,Business,ds2S0dbFbCQM65wfQShK
29,,2022-07-20 02:51:54+00:00,Meta is suing Meta for naming itself Meta,"When Facebook changed its name to Meta in October, there were a few concerns that the company was planning to dominate the nascent metaverse – but there’s o...",https://nextbigwhat.com/wp-content/webpc-passthru.php?src=https://nextbigwhat.com/wp-content/uploads/2022/07/acastro_211101_1777_meta_0002.jpg&nocache=1,Meta,esUCcwfq771ROY6bGRse
30,,2022-07-22 19:06:23+00:00,"New ‘Uber One’ Membership Launches in Canada for Best of Uber, Uber Eats","The membership provides discounts and exclusive experiences across both rides and delivery, and is designed to help members navigate everyday life.",https://cdn.iphoneincanada.ca/wp-content/uploads/2017/09/iic-logo-1.svg,Uber,gUGaCapZYoaFZ4UJhVqF
31,,2024-08-28 08:39:10+00:00,"Publishing 101: What Exactly Are Literary Fiction, Upmarket Fiction, and Book Club Fiction?","Literary fiction, upmarket fiction, and book club fiction: these terms are often used by publishers to market books. But what do they mean?",https://s0.wp.com/i/blank.jpg,Fiction,h4eA6AkEMPEASY0uVohR
32,,2023-05-30 19:32:06+00:00,Airbnb Unusual Options Activity - Airbnb (NASDAQ:ABNB),,https://www.benzinga.com/next-assets/images/schema-image-default.png,Airbnb,kLFgAZegedwPV6yQz3t5
33,,2024-06-04 09:00:00+00:00,Google launches Google Developer Program,"New program will provide Gemini AI coding assistance, Project IDX workspaces, and other new tools, training, and community resources for software developers.","https://images.idgesg.net/images/idge/imported/imageapi/2024/03/20/22/shutterstock_724340023-100962863-large.jpg?auto=webp&quality=85,70",Google,kVRZO3ozPCdX8QUIuf4D
34,,2024-05-24 11:32:33+00:00,How to link Google Sheets with Google Docs Google Slides and Google Forms,"Learn how to link Google Sheets to other applications such as Google Docs, Google Slides, Google Forms and more for accessibility",https://www.geeky-gadgets.com/wp-content/uploads/2024/05/linking-Google-sheets-in-other-applications.jpg,Google,nuUM88vSzwMhRRshtpd3
35,,2024-05-23 12:00:00+00:00,Ad Tech Is Not Big Tech,Audigent Founder and CEO Drew Stein takes a look at the role of ad tech in preserving preserve a thriving free internet,https://cdn.exchangewire.com/wp-content/uploads/2024/05/padlock24crop.jpg,Tech,qZxL0O2o23471GY6ehOw
36,,2022-10-11 21:29:20+00:00,Meta (META) Connect Conference Key Takeaways,"Meta Platforms (META) made several announcements at its Connect 2022 conference, most notably its new Meta Quest Pro VR headset.","https://www.investopedia.com/thmb/JqeIrKcolc_0aKQylxtRaDzk7JA=/1518x852/filters:fill(auto,1)/ScreenShot2022-10-11at1.01.48PM-c2a5637c002648f2b4119a149c419f3f.jpg",Meta,r1rkZAChE41plUJfN9VD
37,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,Politics,t6BG7qPs5ZenGnD8T33h
38,,2021-08-06 12:30:00+00:00,Mount Nittany Health Selects Health Catalyst To Drive Population Health Improvements,"SALT LAKE CITY, Aug 6, 2021 /PRNewswire/ -- To support its mission of strengthening the health of the people and the communities it serves, Pennsylvania-based",https://www.thestreet.com/.image/MTY2NzI5MTQyNzYxNDMyMzM5/_32x32.png,Health,t7jGEeQ57ydBcFDojXb8
39,,2021-10-03 13:00:11+00:00,Travel Insured International Travel Insurance Review,"We review Travel Insured International, its unique coverage offerings, and the reasons to consider the company when insuring your next trip.",https://upgradedpoints.com/wp-content/uploads/2021/09/Hike-on-Mountain.jpg,Travel,ujz1MjM7CWXOKd7lQWap
40,,2023-07-11 06:15:57+00:00,Tech Vlogging in India is everything but tech!,Tech vlogging in India has strayed from its core purpose of enhancing technical prowess and providing valuable knowledge to viewers.,https://tfipost.com/wp-content/uploads/2023/07/Indian-Tech-vloggers-1.jpg,Tech,wLsp2cKzYZ3dhtq8qQ7d
41,,2024-11-15 05:12:42+00:00,Technical Education:,"According to human needs, education can be divided into three parts. Social education, Spiritual education, Vocational or Technical education. Education that te...",https://miro.medium.com/v2/resize:fit:785/1*syjgtTOeb9gF9fYGn8JExw.jpeg,Education,wUsH5fPVV3E9vCP0i9Qp
42,,2024-02-08 15:17:14+00:00,Airbnb Unusual Options Activity - Airbnb (NASDAQ:ABNB),,https://cdn.benzinga.com/files/images/story/2023/movers_image_18.jpeg?width=1200&height=800&fit=crop,Airbnb,wicRjfRUEOR89eHZ8vyU
43,,2021-09-01 21:31:02+00:00,Genius Sports : Wyoming Awards Genius Sports Inaugural Sports Betting License,"State gaming authority grants Genius Sports approval to support sportsbook partners statewide.
... | September  1,  2021",https://www.marketscreener.com/images/twitter_MS_fdgris.png,Sports,wwiYOeL0whJVtlo7d1Nt
44,,2024-10-10 13:00:00+00:00,Equality Health Foundation Hosts Health Festivals & Honors Health Equity Champions,"/PRNewswire-PRWeb/ -- Equality Health Foundation is honored to return to the community with the 2024 Annual Healthy Fall Festival and 1,000 Ham & Turkey...",https://mma.prnewswire.com/media/2526405/IMG_1101_jpeg.jpg?p=facebook,Health,xf4ZCGObCuZ24lCa3ydc
